,p_id,name,price,colour,brand_name,ratingCount,avg_rating,brand_id
12107,18765572.0,MOD ECRU Women Beige Urban Slim Fit Pleated Trousers,1899.0,Beige,mod ecru,184.47941042394774,4.101225865898192,585
12108,18765570.0,MOD ECRU Women Yellow Slim Fit Shorts,1299.0,Yellow,mod ecru,184.47941042394774,4.101225865898192,585
12109,16192820.0,Kinder Kids Girls Green & Sea Green Printed Layered Ready to Wear Lehenga & Top,3499.0,Green,kinder kids,184.47941042394774,4.101225865898192,471
12110,16192848.0,Kinder Kids Girls Pink & Orange Embroidered Ready to Wear Lehenga & Blouse With Dupatta,2799.0,Pink,kinder kids,184.47941042394774,4.101225865898192,471
12111,18883146.0,Kinder Kids Girls Pink & Blue Printed Ready to Wear Lehenga &,2999.0,Pink,kinder kids,184.47941042394774,4.101225865898192,471
12112,16192844.0,Kinder Kids Girls Pink & Maroon Ready to Wear Lehenga & Blouse With Dupatta,2200.0,Pink,kinder kids,184.47941042394774,4.101225865898192,471
12113,16192854.0,Kinder Kids Girls Peach-Coloured & Gold-Toned Printed Ready to Wear Lehenga & Choli,2799.0,Peach,kinder kids,184.47941042394774,4.101225865898192,471
12114,15592966.0,Kinder Kids Girls Pink & Red Ready to Wear Lehenga Choli,2050.0,Pink,kinder kids,184.47941042394774,4.101225865898192,471
12115,15644616.0,Kinder Kids Girls Blue Ready to Wear Lehenga & Blouse With Dupatta,1800.0,Blue,kinder kids,184.47941042394774,4.101225865898192,471
12116,18883154.0,Kinder Kids Girls Pink & Blue Printed Ready to Wear Lehenga &,2899.0,Pink,kinder kids,184.47941042394774,4.101225865898192,471
12117,17175956.0,Kinder Kids Girls Blue & Pink Printed Block Print Ready to Wear Lehenga & Blouse With Dupatta,2050.0,Blue,kinder kids,184.47941042394774,4.101225865898192,471
12118,16192824.0,Kinder Kids Girls Green & White Printed Ready to Wear Lehenga & Blouse,2799.0,Green,kinder kids,184.47941042394774,4.101225865898192,471
12119,17176098.0,Kinder Kids Girls Orange & Teal Embroidered Ready to Wear Lehenga & Blouse With Dupatta,2750.0,Orange,kinder kids,184.47941042394774,4.101225865898192,471
12120,16192838.0,Kinder Kids Girls Green & Red Printed Ready to Wear Lehenga & Blouse With Dupatta,2200.0,Green,kinder kids,184.47941042394774,4.101225865898192,471
12121,17600238.0,Kinder Kids Girls Blue Kota Printed Lehenga Choli,2300.0,Blue,kinder kids,184.47941042394774,4.101225865898192,471
12122,17600236.0,Kinder Kids Girls Blue & Turquoise Printed Foil Print Ready to Wear Lehenga & Choli,2200.0,Blue,kinder kids,184.47941042394774,4.101225865898192,471
12123,17600232.0,Kinder Kids Girls Pink & Yellow Embroidered Ready to Wear Lehenga Choli With Potli,2200.0,Pink,kinder kids,184.47941042394774,4.101225865898192,471
